Review #,Brand,Variety,Style,Country,Stars,Top Ten
1021,Samyang Foods,Beef Flavor Ramyun (SK Version),Pack,South Korea,4.25,NA
1020,Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,NA
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,NA
1018,Samyang Foods,Ganjjampong,Pack,South Korea,4.25,NA
1017,Samyang Foods,Sutah (SK Version),Pack,South Korea,3.75,NA
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,USA,2.75,NA
1014,Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,Japan,4.25,NA
1013,Vina Acecook,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Pack,Vietnam,3.5,NA
1012,Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,Holland,3.5,NA
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,USA,4,NA
1010,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,NA
1009,Western Family,Instant Noodles In A Cup Oriental,Cup,Canada,2,NA
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,NA
1007,Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,Hong Kong,4.5,NA
1006,Amino,Barszcz czerwony (Borscht),Pack,Poland,4,NA
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,NA
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,NA
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,USA,4.5,NA
1002,Mr. Noodles,Bowl Spicy Chicken Simulated Flavour,Bowl,Canada,2,NA
1001,Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,South Korea,3.5,NA
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,USA,4.25,NA
999,Pot Noodle,Tony's Doner Kebab,Cup,UK,1.5,NA
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,NA
997,Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,Japan,4.25,NA
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,NA
995,Ko-Lee,Instant Noodles Beef,Pack,UK,3,NA
994,Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,NA
993,Unox,Sate,Pack,Holland,3.5,NA
992,Prima Taste,Singapore Laksa La Mian,Pack,Singapore,5,2013 #1
991,Prima Taste,Singapore Curry La Mian,Pack,Singapore,5,2013 #2
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,USA,2.75,NA
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,NA
988,Amino,Ogorkowa,Pack,Poland,3.25,NA
987,Trident,Singapore Soft Noodles,Pack,Australia,2.75,NA
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,NA
985,Ko-Lee,Go Noodles Thai Hot & Spicy Tom Yum,Cup,UK,1,NA
984,Sun Noodle,Ramen Shoyu Flavor,Tray,USA,5,NA
983,Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,USA,3.75,NA
982,Sun Noodle,Ramen Miso Flavor,Tray,USA,5,NA
981,S&S,Saimin,Pack,USA,4,NA
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,USA,4,NA
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,USA,4,NA
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,NA
977,Sun Noodle,Yakisoba,Pack,USA,4.5,NA
976,Nissin,Donbei Tensoba,Bowl,Japan,4,NA
975,Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,NA
974,Pot Noodle,Chilli Beef Flavour,Cup,UK,2.25,NA
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,NA
972,Springlife,Spinach With Organic Noodles,Pack,China,3,NA
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,USA,4.25,NA
970,Annie Chun's,Noodle Express Spicy Szechuan,Tray,USA,2,NA
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,USA,4,NA
968,Annie Chun's,Noodle Express Teriyaki,Tray,USA,3,NA
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,USA,4.5,NA
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,USA,4,NA
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,USA,3.75,NA
964,Nissin,Raoh Backfat Rich Soy Sauce Flavor,Bowl,Japan,5,NA
963,Pot Noodle,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,Cup,UK,3.25,NA
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,USA,4.25,NA
961,Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,NA
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,USA,3.25,NA
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,NA
958,Sakurai Foods,Soy Sauce Ramen,Bowl,Japan,4.25,NA
957,Sakurai Foods,100% Vegetarian Soy Sauce Flavor,Pack,Japan,4.25,NA
956,Sakurai Foods,Sesame Noodles,Pack,Japan,5,NA
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,NA
954,Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,Japan,3.25,NA
953,Sakurai Foods,Soy Sauce Ramen,Pack,Japan,4.75,NA
952,Pot Noodle,Sweet & Spicy,Cup,UK,3.5,NA
951,Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,NA
950,Ottogi,Kiss Myon,Cup,South Korea,3.75,NA
949,Ko-Lee,Instant Noodles Chicken,Pack,UK,3.5,NA
948,Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,3.5,NA
947,Maruchan,Yakisoba Jalapeno Cheddar,Tray,USA,4,NA
946,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,USA,1.75,NA
945,Pot Noodle,Jamaican Jerk!,Cup,UK,2.75,NA
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,NA
943,Amino,Zurek,Pack,Poland,3.25,NA
942,Kamfen,E-men Lobster Soup,Pack,China,3.25,NA
941,Ko-Lee,Go Noodles Chicken Special,Pack,UK,3.75,NA
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,NA
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,NA
938,Maruchan,Yakisoba Four Cheese,Tray,USA,3.75,NA
937,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,NA
936,Yamachan,Mild Tonkotsu,Pack,USA,5,NA
935,Maruchan,Beef,Cup,USA,3.5,NA
934,Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,USA,5,2013 #4
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,NA
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,NA
931,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75,NA
930,Maruchan,35% Less Sodium Beef,Cup,USA,3.5,NA
929,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75,NA
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,NA
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,NA
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,NA
925,Emart,Dare You! Habanero Ramen,Pack,South Korea,3.75,NA
924,Maruchan,35% Less Sodium Chicken,Pack,USA,3.75,NA
923,Ibumie,LadMee Hot Pepper,Pack,Malaysia,3.5,NA
922,Sunlee,Shitake Mushroom Vernicalli,Bowl,Thailand,1.25,NA
921,Ottogi,Jjajang Bokki,Bowl,South Korea,3.5,NA
920,Shirakiku,Hot & Spicy Udon,Pack,USA,3,NA
919,Maruchan,35% Less Sodium Beef,Pack,USA,3.5,NA
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,NA
917,Vina Acecook,Good Chicken Abalone Bean Vermicelli,Pack,Vietnam,3.25,NA
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,NA
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5,NA
914,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4,NA
913,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25,NA
912,Maruchan,Instant Lunch Shrimp,Cup,USA,3.75,NA
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,USA,3.75,NA
910,Paldo,Namja Ramyun,Bowl,South Korea,4.25,"
"
909,Indomie,Kriuuk Bawang,Pack,Indonesia,4.25,NA
908,Sapporo Ichiban,Original Flavor,Cup,USA,3.5,NA
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,NA
906,Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5,NA
905,Tradition,Vegetable Instant Noodle soup,Cup,USA,3.25,NA
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,NA
903,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5,NA
902,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25,NA
901,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5,NA
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,NA
899,FMF,Chow Tomato,Pack,Fiji,4.25,NA
898,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,NA
897,FMF,Chow Masala,Pack,Fiji,4,NA
896,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,3.5,NA
895,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5,NA
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,NA
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,NA
892,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5,NA
891,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75,NA
890,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5,NA
889,Yamachan,Rich Shoyu Ramen,Pack,USA,4,NA
888,Yamachan,Nagasaki Sara Udon Chicken,Pack,USA,4.25,NA
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,USA,4,NA
886,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,USA,4.75,NA
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,USA,5,NA
884,Yamachan,Miso Ramen - Mild,Pack,USA,4,NA
883,Yamachan,Shio Ramen Seafood Mild,Pack,USA,4.5,NA
882,SuperMi,GoBang,Pack,Indonesia,5,NA
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,NA
880,Golden Wheat,South Korean Style Seafood,Cup,China,2.75,NA
879,Song Hak,Rice Topokki,Bowl,South Korea,5,NA
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,USA,3.75,NA
877,Nongshim,Shin Bowl (New),Bowl,USA,4.25,NA
876,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25,NA
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5,NA
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5,NA
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5,NA
872,Nongshim,Chapagetti,Bowl,USA,5,NA
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,NA
870,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75,NA
869,Vina Acecook,Good Chicken Bean Vermicelli,Pack,Vietnam,3.25,NA
868,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75,NA
867,Indomie,Rasa Coto Makassar,Pack,Indonesia,4,NA
866,Master Kong,Mianba,Pack,China,4,NA
865,Little Cook,Stewed Duck,Cup,Thailand,3,NA
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5,NA
863,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5,NA
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,USA,4.25,NA
861,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25,NA
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75,NA
859,Tradition,Imitation Chicken Vegetarian,Cup,USA,3.75,NA
858,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5,NA
857,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25,NA
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75,NA
855,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25,NA
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5,NA
853,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5,NA
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,NA
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,NA
850,Nissin,Top Ramen Short Cuts Chicken,Pack,USA,4,NA
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,USA,3.5,NA
848,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5,NA
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25,NA
846,Vifon,Mi Kim Chee,Pack,Vietnam,3.75,NA
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25,NA
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,NA
843,Nissin,Top Ramen Short Cuts Beef,Pack,USA,3.5,NA
842,JML,Artificial Stew Beef,Bowl,China,3.75,NA
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4,NA
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,NA
839,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2,NA
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4,NA
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,USA,4.5,NA
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5,NA
835,Mr. Noodles,Shrimp,Pack,Canada,2.5,NA
834,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75,NA
833,Wai Wai,Vegetarian,Pack,Thailand,3.5,NA
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,NA
831,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25,NA
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5,NA
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,NA
828,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5,NA
827,Paldo,Rabokki,Pack,South Korea,4.75,NA
826,Paldo,Namja,Pack,South Korea,5,NA
825,Paldo,Shoyu,Cup,Japan,3.25,NA
824,Paldo,Bibim Men Cucumber,Pack,South Korea,5,NA
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5,2013 #9
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,NA
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5,NA
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,NA
819,Maruchan,Tempura Soba,Pack,Japan,4,NA
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,NA
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,NA
816,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75,NA
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,NA
814,Indomie,Beef,Pack,Indonesia,3.5,NA
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2,NA
812,Master Kong,Spicy Beef,Pack,China,3.75,NA
811,Mr. Noodles,Vegetable,Pack,Canada,1.75,NA
810,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,NA
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,NA
808,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5,NA
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,NA
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5,NA
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,NA
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75,NA
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,NA
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,NA
801,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75,NA
800,Mr. Noodles,Chicken,Pack,Canada,3,NA
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,USA,4.25,NA
798,Golden Wheat,South Korean Style Pork,Cup,China,3,NA
797,Golden Mie,Vegetable,Pack,Dubai,3.75,NA
796,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3,NA
795,Master Kong,Red Oil Dan Dan,Tray,China,2.75,NA
794,Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75,NA
793,Mr. Noodles,Spicy Beef,Pack,Canada,1.75,NA
792,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,USA,4.5,NA
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,NA
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,NA
789,SuperMi,GoKar,Pack,Indonesia,4,NA
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,NA
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5,NA
786,Mr. Noodles,Beef,Pack,Canada,3,NA
785,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5,NA
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,NA
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,USA,3,NA
782,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,USA,3.25,NA
781,Vina Acecook,Kingcook Beef,Pack,Vietnam,3,NA
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5,NA
779,Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75,NA
778,Mamee,Express Cup Curry,Cup,Malaysia,2.5,NA
777,Mr. Noodles,Oriental,Pack,Canada,2.75,NA
776,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75,NA
775,JML,Seafood,Bowl,China,3,NA
774,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25,NA
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,NA
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,USA,3.5,NA
771,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4,NA
770,Kailo,Chicken,Pack,Hong Kong,3.5,NA
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,USA,3.25,NA
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,NA
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,NA
766,Fashion Foods,Beef Pho,Bowl,Thailand,3.75,NA
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,NA
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,NA
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,NA
762,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5,NA
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,USA,3.5,NA
760,Nissin,Big Cup Noodles Roast Chicken,Cup,USA,3.25,NA
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,USA,3.75,NA
758,JML,Artificial Stew Pork,Bowl,China,3.25,NA
757,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25,NA
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,NA
755,Nongshim,Udon,Bowl,South Korea,4.25,NA
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,NA
753,Nongshim,Soba,Pack,South Korea,4.25,NA
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,USA,3.5,NA
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,NA
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,USA,3.75,NA
749,Sapporo Ichiban,Chow Mein (New),Pack,USA,5,NA
748,Hosoonyi,Naengmyeon Combo,Bowl,USA,3.75,NA
747,Nissin,Spoon-it Chicken,Pack,USA,3.5,NA
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25,NA
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,NA
744,Payless,Instant Mami Beef,Pack,Philippines,3.25,NA
743,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,NA
742,Golden Mie,chicken,Pack,Dubai,3.25,NA
741,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75,NA
740,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5,NA
739,JML,Artificial Spicy Beef,Bowl,China,3.5,NA
738,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75,NA
737,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5,NA
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,NA
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,NA
734,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5,"
"
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,NA
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,NA
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,NA
730,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5,NA
729,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,NA
728,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5,NA
727,Indomie,Rasa Empal Gentong,Pack,Indonesia,4,NA
726,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4,NA
725,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5,NA
724,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5,NA
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,NA
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,NA
721,Nongshim,Bowl Noodle Savory Beef,Bowl,USA,4,NA
720,Golden Mie,Chicken Curry,Pack,Dubai,3.75,NA
719,Nissin,Spoon-it Beef,Pack,USA,3.25,NA
718,Ottogi,Kiss Myon,Pack,South Korea,3.75,NA
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,USA,3.25,NA
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,NA
715,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5,2013 #3
714,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75,NA
713,Nissin,Spoon-it Creamy Chicken,Pack,USA,4,NA
712,Four Seas,Seaweed,Bowl,Hong Kong,3.25,NA
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,NA
710,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75,NA
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,NA
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,NA
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,NA
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,NA
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5,NA
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,NA
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,USA,3.5,NA
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,NA
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,USA,4,NA
700,Nissin,Chikin Ramen (Local),Pack,Japan,5,NA
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,USA,3.5,NA
698,Nissin,Chow Mein Orange Chicken,Tray,USA,4,NA
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,USA,3.25,NA
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,NA
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,NA
694,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5,NA
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,NA
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,NA
691,Mamee,Express Cup Vegetarian,Cup,Malaysia,2,NA
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,USA,3.75,NA
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,NA
688,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75,NA
687,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75,NA
686,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5,NA
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,NA
684,Dragonfly,Artificial Seafood,Pack,China,3.75,NA
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,NA
682,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25,NA
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,NA
680,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75,NA
679,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,NA
678,Wang,Kitsune Udon,Bowl,South Korea,4,NA
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,NA
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,NA
675,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75,NA
674,Paldo,Kko Kko Myun,Pack,South Korea,5,NA
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,NA
672,Mug Shot,Chicken,Pack,UK,3,NA
671,Mug Shot,Spicy Sweet & Sour,Pack,UK,3,NA
670,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5,NA
669,Nissin,Gozen Tempura,Bowl,Japan,4,NA
668,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2,NA
667,Nissin,Ramen Bowl Kimchi,Bowl,USA,3,NA
666,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5,NA
665,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25,NA
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,USA,2.75,NA
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4,NA
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,NA
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,NA
660,Lucky Me!,Beef Na Beef,Pack,Philippines,3.75,NA
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,USA,3,NA
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,NA
657,Dragonfly,Onion,Pack,China,3.75,NA
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,USA,3.75,NA
